date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),OT
2009/1/22 14:00,976.96,2.63,277.63,-2.04,71.2,7.38,5.26,2.13,3.35,5.38,1231.55,5.73,8.63,188.3
2009/1/22 14:10,976.83,2.59,277.61,-1.96,71.8,7.36,5.29,2.08,3.37,5.41,1231.51,5.11,8.25,189.5
2009/1/22 14:20,976.67,2.74,277.76,-1.9,71.4,7.44,5.31,2.13,3.39,5.44,1230.66,5.34,8.63,176.6
2009/1/22 14:30,976.51,2.61,277.66,-2.19,70.5,7.38,5.2,2.18,3.32,5.32,1231.06,7.37,9.75,180.8
2009/1/22 14:40,976.44,2.51,277.56,-2.34,70.2,7.32,5.14,2.18,3.28,5.26,1231.46,7.24,10.13,188.8
2009/1/22 14:50,976.44,2.94,277.99,-2.06,69.55,7.55,5.25,2.3,3.35,5.38,1229.5,5.05,8.63,186.1
2009/1/22 15:00,976.27,3.05,278.11,-2.04,69.11,7.61,5.26,2.35,3.36,5.38,1228.8,5.16,7.38,189.5
2009/1/22 15:10,976.05,2.83,277.91,-2.21,69.32,7.49,5.19,2.3,3.32,5.32,1229.51,6.45,8.88,181.1
2009/1/22 15:20,975.98,2.57,277.66,-2.27,70.3,7.35,5.17,2.18,3.3,5.3,1230.59,5.01,7,192.8
2009/1/22 15:30,975.84,2.4,277.49,-2.22,71.4,7.26,5.19,2.08,3.31,5.31,1231.18,4.46,5.63,190
2009/1/22 15:40,975.65,2.51,277.62,-2.2,71,7.32,5.2,2.12,3.32,5.33,1230.45,4.29,5.63,190.2
2009/1/22 15:50,975.69,2.45,277.56,-2.26,70.9,7.29,5.17,2.12,3.3,5.3,1230.75,4.08,5.13,193.5
2009/1/22 16:00,975.63,2.42,277.53,-2.34,70.7,7.27,5.14,2.13,3.28,5.27,1230.86,3.91,4.88,189.8
2009/1/22 16:10,975.46,2.32,277.45,-2.39,70.9,7.22,5.12,2.1,3.27,5.25,1231.07,3.9,5.63,186.8
2009/1/22 16:20,975.26,1.98,277.12,-2.5,72.1,7.05,5.08,1.97,3.25,5.21,1232.37,4.01,5.88,183
2009/1/22 16:30,975.17,1.48,276.62,-2.59,74.2,6.8,5.05,1.75,3.22,5.17,1234.51,3.54,5.25,186.2
2009/1/22 16:40,975.12,1.17,276.31,-2.66,75.5,6.65,5.02,1.63,3.21,5.15,1235.87,3.28,4.13,193.7
2009/1/22 16:50,975.07,1.14,276.28,-2.73,75.3,6.63,4.99,1.64,3.19,5.12,1235.95,3.5,5.88,208.1
2009/1/22 17:00,974.95,1.1,276.26,-2.81,75,6.62,4.96,1.65,3.17,5.09,1235.97,3.31,4.5,200.4
2009/1/22 17:10,974.87,0.97,276.13,-2.82,75.7,6.55,4.96,1.59,3.17,5.09,1236.48,2.88,5,191.6
2009/1/22 17:20,974.87,0.85,276.01,-2.83,76.3,6.5,4.96,1.54,3.17,5.08,1237.03,2.57,4.88,182.1
2009/1/22 17:30,974.89,0.64,275.8,-2.91,77,6.4,4.93,1.47,3.15,5.05,1237.99,2.44,3.38,188.2
2009/1/22 17:40,974.88,0.48,275.64,-2.95,77.7,6.32,4.91,1.41,3.14,5.04,1238.73,2.75,5,180.6
2009/1/22 17:50,974.94,0.35,275.5,-2.97,78.3,6.26,4.9,1.36,3.14,5.03,1239.4,2.6,3.75,190.7
2009/1/22 18:00,974.88,0.24,275.4,-2.99,78.8,6.22,4.9,1.32,3.13,5.02,1239.8,2.59,3.88,190.4
2009/1/22 18:10,974.8,0.13,275.3,-3.01,79.3,6.17,4.89,1.28,3.13,5.02,1240.2,2.97,4,178.1
2009/1/22 18:20,974.63,-0.06,275.12,-3.04,80.2,6.08,4.88,1.2,3.12,5,1240.86,2.96,4.25,174.6
2009/1/22 18:30,974.38,-0.31,274.88,-3.09,81.4,5.97,4.86,1.11,3.11,4.99,1241.71,3.89,5.5,175.2
2009/1/22 18:40,974.3,-0.54,274.66,-3.13,82.5,5.87,4.85,1.03,3.1,4.97,1242.63,3.59,5.13,182
2009/1/22 18:50,974.25,-0.69,274.51,-3.17,83.2,5.81,4.83,0.98,3.09,4.96,1243.29,3.33,4.5,182.3
2009/1/22 19:00,974.02,-0.88,274.34,-3.25,83.9,5.73,4.8,0.92,3.07,4.93,1243.86,3.26,5.25,182.2
2009/1/22 19:10,973.91,-1,274.23,-3.25,84.6,5.68,4.8,0.87,3.07,4.93,1244.25,3.35,4.5,182.4
2009/1/22 19:20,973.73,-1.12,274.12,-3.32,84.9,5.63,4.78,0.85,3.06,4.91,1244.6,3.19,5.5,184.5
2009/1/22 19:30,973.63,-1.11,274.14,-3.29,85,5.63,4.79,0.84,3.06,4.92,1244.4,3.47,4.88,187.6
2009/1/22 19:40,973.43,-1.11,274.16,-3.34,84.7,5.63,4.77,0.86,3.05,4.9,1244.16,3.53,5.13,181.8
2009/1/22 19:50,973.35,-1.08,274.19,-3.38,84.3,5.64,4.76,0.89,3.04,4.89,1243.96,3.39,4.88,186.9
2009/1/22 20:00,973.17,-0.97,274.32,-3.39,83.5,5.69,4.75,0.94,3.04,4.88,1243.18,3.96,6.5,172.1
2009/1/22 20:10,973.15,-0.94,274.35,-3.43,83.1,5.7,4.74,0.96,3.03,4.87,1243.03,3.47,5.25,182.7
2009/1/22 20:20,973.15,-1.07,274.22,-3.48,83.6,5.65,4.72,0.93,3.02,4.85,1243.65,3.45,5,180.4
2009/1/22 20:30,973.04,-1.08,274.22,-3.45,83.8,5.65,4.73,0.91,3.03,4.86,1243.53,4.12,5.5,184.8
2009/1/22 20:40,973,-1.12,274.17,-3.5,83.8,5.63,4.71,0.91,3.02,4.84,1243.71,4.38,5.88,182.2
2009/1/22 20:50,973.04,-1.09,274.21,-3.43,84,5.64,4.74,0.9,3.03,4.87,1243.6,4.19,5.63,182.2
2009/1/22 21:00,972.96,-1.11,274.19,-3.48,83.8,5.63,4.72,0.91,3.02,4.85,1243.58,4,5.25,183.8
2009/1/22 21:10,972.99,-1.23,274.07,-3.54,84.2,5.58,4.7,0.88,3.01,4.83,1244.19,3.86,5,186.7
2009/1/22 21:20,972.99,-1.29,274,-3.55,84.5,5.56,4.69,0.86,3.01,4.82,1244.48,3.7,4.63,182.7
2009/1/22 21:30,972.93,-1.3,274.01,-3.53,84.7,5.55,4.7,0.85,3.01,4.83,1244.42,3.18,4.25,179
2009/1/22 21:40,972.73,-1.31,274.01,-3.57,84.5,5.55,4.69,0.86,3,4.82,1244.24,3.38,4.5,176.5
2009/1/22 21:50,972.72,-1.33,273.99,-3.62,84.3,5.54,4.67,0.87,2.99,4.8,1244.33,3.59,4.75,172.2
2009/1/22 22:00,972.66,-1.38,273.94,-3.69,84.2,5.52,4.65,0.87,2.98,4.78,1244.5,2.92,4,188.5
2009/1/22 22:10,972.63,-1.36,273.96,-3.69,84.1,5.53,4.65,0.88,2.98,4.78,1244.36,2.68,3.88,188.1
2009/1/22 22:20,972.47,-1.31,274.03,-3.68,83.8,5.55,4.65,0.9,2.98,4.78,1243.91,2.97,4.13,176.3
2009/1/22 22:30,972.36,-1.17,274.18,-3.62,83.3,5.61,4.67,0.94,2.99,4.8,1243.12,3.09,4,177.3
2009/1/22 22:40,972.37,-1.09,274.26,-3.61,82.9,5.64,4.67,0.96,3,4.81,1242.78,3.22,4.38,175.1
2009/1/22 22:50,972.22,-1,274.36,-3.59,82.5,5.68,4.68,0.99,3,4.82,1242.16,3.68,4.75,164
2009/1/22 23:00,972.02,-0.84,274.54,-3.55,81.8,5.74,4.7,1.05,3.01,4.83,1241.19,4.78,7.5,168.9
2009/1/22 23:10,971.94,-0.7,274.69,-3.55,80.9,5.8,4.69,1.11,3.01,4.83,1240.43,4.28,6.75,183.7
2009/1/22 23:20,971.86,-0.63,274.76,-3.55,80.5,5.83,4.69,1.14,3.01,4.83,1240.03,4.97,7.13,190.5
2009/1/22 23:30,971.8,-0.63,274.77,-3.57,80.4,5.83,4.69,1.14,3.01,4.83,1239.93,5.18,8,193.3
2009/1/22 23:40,971.68,-0.63,274.78,-3.57,80.4,5.83,4.69,1.14,3.01,4.83,1239.77,5.58,9.13,185.8
2009/1/22 23:50,971.48,-0.66,274.76,-3.6,80.4,5.82,4.68,1.14,3,4.82,1239.67,5.16,7,183.1
2009/1/23 00:00,971.4,-0.75,274.68,-3.63,80.7,5.78,4.67,1.12,2.99,4.8,1239.97,5.69,7.5,171.8
2009/1/23 00:10,971.2,-0.9,274.55,-3.7,81.2,5.72,4.64,1.08,2.98,4.78,1240.4,4.88,8.63,174.1
2009/1/23 00:20,970.97,-1.03,274.43,-3.71,81.9,5.66,4.64,1.03,2.98,4.78,1240.71,4.31,6,171.6
2009/1/23 00:30,970.64,-1.07,274.42,-3.75,81.9,5.65,4.63,1.02,2.97,4.77,1240.46,4.72,6.38,168.3
2009/1/23 00:40,970.36,-1.11,274.41,-3.8,81.8,5.63,4.61,1.03,2.96,4.75,1240.3,4.24,6.63,172.6
2009/1/23 00:50,970.17,-1.16,274.36,-3.86,81.8,5.61,4.59,1.02,2.95,4.73,1240.32,3.66,5.5,165.1
2009/1/23 01:00,969.92,-1.23,274.31,-3.91,81.9,5.58,4.57,1.01,2.94,4.71,1240.33,3.86,6.25,178.7
2009/1/23 01:10,969.76,-1.1,274.46,-3.9,81.2,5.63,4.57,1.06,2.94,4.72,1239.53,5.44,8.88,187.1
2009/1/23 01:20,969.63,-0.95,274.62,-4,79.7,5.7,4.54,1.16,2.92,4.68,1238.69,3.63,4.88,175.8
2009/1/23 01:30,969.58,-1.22,274.36,-4.04,81,5.59,4.53,1.06,2.91,4.67,1239.84,2.57,4,175.9
2009/1/23 01:40,969.55,-1.28,274.3,-4,81.6,5.56,4.54,1.02,2.92,4.68,1240.09,3.26,5,181.1
2009/1/23 01:50,969.54,-1.23,274.35,-4.04,81.1,5.58,4.53,1.05,2.91,4.67,1239.85,2.73,4.75,174.3
2009/1/23 02:00,969.35,-1.32,274.27,-4.08,81.4,5.54,4.51,1.03,2.9,4.65,1240.05,2.1,3.38,162.1
2009/1/23 02:10,969.18,-1.5,274.1,-4.11,82.3,5.47,4.5,0.97,2.89,4.64,1240.65,3.03,4.63,183.8
2009/1/23 02:20,969.03,-1.55,274.06,-4.11,82.6,5.45,4.5,0.95,2.89,4.65,1240.68,2.88,4.38,185.1
2009/1/23 02:30,968.62,-1.49,274.16,-4.05,82.6,5.47,4.52,0.95,2.91,4.67,1239.87,3.08,4.75,175.2
2009/1/23 02:40,968.24,-1.42,274.26,-4.05,82.2,5.5,4.52,0.98,2.91,4.67,1239.08,3.29,4.75,187.6
2009/1/23 02:50,967.88,-1.45,274.26,-4.07,82.2,5.49,4.51,0.98,2.91,4.66,1238.72,4.42,5.88,192.7
2009/1/23 03:00,967.93,-1.5,274.21,-4.1,82.3,5.47,4.5,0.97,2.9,4.65,1239.01,3.82,5.38,193.5
2009/1/23 03:10,967.76,-1.5,274.22,-4.1,82.3,5.47,4.5,0.97,2.9,4.65,1238.79,3.59,4.88,187.9
2009/1/23 03:20,967.76,-1.48,274.23,-4.14,82,5.48,4.49,0.99,2.89,4.64,1238.75,3.29,5.63,184.3
2009/1/23 03:30,967.75,-1.49,274.23,-4.17,81.8,5.48,4.48,1,2.88,4.63,1238.76,3.66,4.75,187.9
2009/1/23 03:40,967.53,-1.47,274.26,-4.16,81.8,5.48,4.48,1,2.89,4.63,1238.41,4.04,6,176.1
2009/1/23 03:50,967.3,-1.41,274.35,-4.18,81.3,5.51,4.48,1.03,2.88,4.63,1237.83,3.59,5.5,170.5
2009/1/23 04:00,967.13,-1.36,274.41,-4.22,80.8,5.53,4.47,1.06,2.88,4.62,1237.4,3.56,4.88,167.3
2009/1/23 04:10,966.91,-1.36,274.43,-4.28,80.4,5.53,4.44,1.08,2.86,4.6,1237.13,3.18,4.5,164.6
2009/1/23 04:20,966.65,-1.35,274.46,-4.3,80.2,5.53,4.44,1.1,2.86,4.59,1236.73,2.61,3.88,163
2009/1/23 04:30,966.4,-1.3,274.53,-4.29,80,5.55,4.44,1.11,2.86,4.6,1236.2,3.15,4.75,170.9
2009/1/23 04:40,966.42,-1.3,274.53,-4.34,79.7,5.55,4.43,1.13,2.85,4.58,1236.22,3.16,4.63,175.5
2009/1/23 04:50,966.23,-1.27,274.57,-4.33,79.6,5.56,4.43,1.14,2.86,4.58,1235.85,2.78,3.88,170.1
2009/1/23 05:00,965.79,-1.23,274.65,-4.3,79.5,5.58,4.44,1.14,2.86,4.59,1235.1,3.06,4.5,164.9
2009/1/23 05:10,965.47,-1.19,274.71,-4.35,79,5.6,4.42,1.18,2.85,4.58,1234.53,3.4,5.13,162.5
2009/1/23 05:20,965.18,-1.17,274.77,-4.39,78.6,5.61,4.41,1.2,2.85,4.57,1234.03,2.94,4.25,167.9
2009/1/23 05:30,964.93,-1.19,274.76,-4.43,78.5,5.6,4.39,1.2,2.84,4.55,1233.84,2.42,3.63,172.8
2009/1/23 05:40,964.54,-1.27,274.72,-4.45,78.8,5.57,4.39,1.18,2.83,4.55,1233.68,2.99,4,172.2
2009/1/23 05:50,964.22,-1.35,274.66,-4.52,78.9,5.53,4.36,1.17,2.82,4.53,1233.66,2.76,3.75,179.8
2009/1/23 06:00,963.88,-1.42,274.62,-4.54,79.2,5.5,4.36,1.14,2.82,4.52,1233.54,2.51,4.5,184.9
2009/1/23 06:10,963.58,-1.44,274.62,-4.53,79.3,5.5,4.36,1.14,2.82,4.52,1233.23,2.43,3.88,184.2
2009/1/23 06:20,963.24,-1.43,274.66,-4.57,79,5.5,4.35,1.16,2.81,4.51,1232.76,2.61,3.5,189.8
2009/1/23 06:30,963.04,-1.43,274.67,-4.58,79,5.5,4.34,1.15,2.81,4.51,1232.54,2.67,3.88,193.9
2009/1/23 06:40,963.13,-1.37,274.72,-4.54,78.9,5.52,4.36,1.17,2.82,4.52,1232.38,3.49,5,197.5
2009/1/23 06:50,962.94,-1.37,274.74,-4.54,78.9,5.52,4.36,1.17,2.82,4.52,1232.13,1.83,3.25,191.9
2009/1/23 07:00,962.57,-1.37,274.77,-4.54,78.9,5.52,4.36,1.17,2.82,4.53,1231.64,2.22,3.63,168.5
2009/1/23 07:10,962.28,-1.45,274.71,-4.53,79.4,5.49,4.36,1.13,2.82,4.53,1231.64,2.77,4.13,175.7
2009/1/23 07:20,962,-1.55,274.64,-4.56,79.8,5.45,4.35,1.1,2.82,4.52,1231.72,3.21,4.25,184
2009/1/23 07:30,961.53,-1.54,274.69,-4.55,79.8,5.46,4.35,1.1,2.82,4.53,1231.07,3.22,4.38,190.1
2009/1/23 07:40,961.29,-1.59,274.65,-4.57,80,5.43,4.35,1.09,2.82,4.52,1231.01,3.45,4.5,197.7
2009/1/23 07:50,961,-1.57,274.7,-4.54,80.1,5.44,4.36,1.08,2.83,4.54,1230.54,4.06,6.63,183.7
2009/1/23 08:00,960.77,-1.51,274.78,-4.51,79.9,5.47,4.37,1.1,2.83,4.55,1229.96,4.43,6.38,188.3
2009/1/23 08:10,960.21,-1.51,274.82,-4.51,79.9,5.47,4.37,1.1,2.83,4.55,1229.24,3.73,4.88,175.5
2009/1/23 08:20,959.87,-1.27,275.09,-4.39,79.2,5.56,4.41,1.16,2.86,4.59,1227.72,3.12,5.13,180.6
2009/1/23 08:30,959.25,-0.92,275.5,-4.35,77.4,5.71,4.42,1.29,2.87,4.61,1225.31,2.89,4.75,185.2
2009/1/23 08:40,958.99,-0.48,275.96,-4.43,74.5,5.9,4.39,1.5,2.85,4.58,1223.04,3.82,7.25,182
2009/1/23 08:50,958.51,-0.17,276.32,-4.6,71.9,6.03,4.34,1.69,2.82,4.52,1221.07,4.67,7.88,172.5
2009/1/23 09:00,958.25,-0.24,276.27,-4.74,71.5,6,4.29,1.71,2.79,4.48,1221.06,4.25,6.75,178.6
2009/1/23 09:10,958.04,-0.24,276.29,-4.8,71.2,6,4.27,1.73,2.78,4.46,1220.81,4.21,7.88,170.5
2009/1/23 09:20,957.43,-0.45,276.12,-4.83,72.1,5.91,4.26,1.65,2.77,4.45,1220.97,4.21,7.5,171.4
2009/1/23 09:30,956.97,-0.44,276.18,-4.88,71.8,5.92,4.25,1.67,2.77,4.44,1220.33,3.75,5.38,180.7
2009/1/23 09:40,956.63,-0.34,276.3,-4.95,70.9,5.96,4.23,1.73,2.75,4.42,1219.46,3.54,5.38,187.9
2009/1/23 09:50,956.21,-0.17,276.51,-5.06,69.44,6.03,4.19,1.84,2.73,4.38,1218.2,4.43,7.25,174.7
2009/1/23 10:00,955.92,0.09,276.8,-5.17,67.53,6.15,4.15,2,2.71,4.34,1216.67,5.18,8.25,173.6
2009/1/23 10:10,955.47,0.3,277.04,-5.16,66.59,6.24,4.16,2.09,2.71,4.35,1215.19,5.13,7.63,167.3
2009/1/23 10:20,955.2,0.34,277.11,-5.22,66.12,6.26,4.14,2.12,2.7,4.33,1214.67,5.08,7.5,161.1
2009/1/23 10:30,954.81,0.55,277.35,-5.25,64.95,6.36,4.13,2.23,2.69,4.32,1213.24,5.65,8.88,168.9
2009/1/23 10:40,954.38,0.79,277.63,-5.07,64.71,6.47,4.19,2.28,2.73,4.39,1211.61,5.55,8.75,163.2
2009/1/23 10:50,953.77,1.29,278.19,-5.1,62.25,6.71,4.18,2.53,2.73,4.38,1208.61,7.87,11.63,164.7
2009/1/23 11:00,953.37,1.72,278.66,-4.84,61.54,6.92,4.26,2.66,2.78,4.47,1206.17,7.32,10.63,173.4
2009/1/23 11:10,953.1,1.86,278.82,-4.62,61.98,6.99,4.33,2.66,2.83,4.54,1205.2,7.17,10.63,172.7
2009/1/23 11:20,952.97,1.86,278.83,-4.47,62.68,6.99,4.38,2.61,2.86,4.6,1205.02,4.97,7.75,168.4
2009/1/23 11:30,952.71,1.82,278.82,-4.39,63.25,6.97,4.41,2.56,2.88,4.63,1204.83,5.71,8,173.2
2009/1/23 11:40,952.76,2.12,279.12,-4.26,62.48,7.12,4.45,2.67,2.91,4.67,1203.56,6.51,10.88,178.3
2009/1/23 11:50,952.81,2.64,279.64,-4.23,60.35,7.39,4.46,2.93,2.92,4.68,1201.35,6.62,10,179.3
2009/1/23 12:00,952.39,3.02,280.06,-4.16,59.09,7.59,4.49,3.11,2.93,4.71,1199.17,8.38,13.25,180.8
2009/1/23 12:10,952.19,3.18,280.24,-4.1,58.67,7.68,4.5,3.17,2.95,4.73,1198.22,8.34,12.13,176.5
2009/1/23 12:20,952,2.92,279.99,-3.95,60.44,7.54,4.56,2.98,2.98,4.79,1199.07,5.91,9,173.8
2009/1/23 12:30,951.78,2.83,279.92,-3.83,61.37,7.49,4.6,2.89,3.01,4.83,1199.17,5.18,8.25,177.6
2009/1/23 12:40,951.35,2.77,279.89,-3.51,63.15,7.46,4.71,2.75,3.08,4.95,1198.84,5.5,7.88,176.8
2009/1/23 12:50,950.88,2.53,279.69,-2.12,71.3,7.33,5.23,2.1,3.43,5.5,1199.05,8.53,13.88,188.7
2009/1/23 13:00,950.43,1.48,278.66,-1.38,81.2,6.8,5.52,1.28,3.62,5.81,1202.9,7.58,10.75,179.7
2009/1/23 13:10,949.95,0.86,278.07,-1.21,86,6.5,5.59,0.91,3.67,5.89,1204.99,7.05,10.25,172.9
2009/1/23 13:20,949.45,0.56,277.81,-1.05,88.9,6.36,5.66,0.71,3.71,5.96,1205.62,8.89,13.38,171.6
2009/1/23 13:30,948.82,0.47,277.77,-0.93,90.3,6.32,5.71,0.61,3.75,6.01,1205.23,9.71,13.75,170.3
2009/1/23 13:40,948.3,0.39,277.74,-0.94,90.7,6.29,5.7,0.58,3.75,6.01,1204.88,7.84,11.5,170.6
2009/1/23 13:50,948.12,0.38,277.74,-0.89,91.1,6.28,5.72,0.56,3.76,6.04,1204.68,7.48,12,171.5
2009/1/23 14:00,947.77,0.52,277.91,-0.88,90.3,6.34,5.73,0.62,3.77,6.04,1203.64,8.9,12.75,171.5
2009/1/23 14:10,947.5,0.76,278.18,-0.84,89,6.45,5.74,0.71,3.78,6.06,1202.23,7.81,13.25,176.8
2009/1/23 14:20,947.24,1,278.45,-0.75,88,6.57,5.78,0.79,3.8,6.1,1200.82,8.33,14.5,174
2009/1/23 14:30,946.93,1.27,278.74,-0.74,86.4,6.7,5.78,0.91,3.81,6.11,1199.27,8.94,13.38,174.7
2009/1/23 14:40,946.75,1.33,278.82,-0.68,86.4,6.73,5.81,0.91,3.83,6.14,1198.76,7.61,10.75,175
2009/1/23 14:50,946.69,1.43,278.93,-0.58,86.4,6.78,5.85,0.92,3.86,6.18,1198.2,7.07,10.75,173.1
2009/1/23 15:00,946.05,1.55,279.1,-0.5,86.2,6.83,5.89,0.94,3.88,6.23,1196.87,9.19,13.5,177.4
2009/1/23 15:10,945.72,1.67,279.25,-0.44,85.8,6.89,5.91,0.98,3.9,6.25,1195.93,9.44,13.75,171.8
2009/1/23 15:20,945.7,1.7,279.28,-0.43,85.7,6.91,5.92,0.99,3.9,6.26,1195.76,7.83,11.63,171.2
2009/1/23 15:30,945.58,1.7,279.29,-0.4,85.9,6.91,5.93,0.97,3.91,6.27,1195.61,6.85,10.63,172.7
2009/1/23 15:40,945.63,1.8,279.4,-0.26,86.1,6.96,5.99,0.97,3.95,6.34,1195.18,7.33,10.88,179.7
2009/1/23 15:50,945.39,1.91,279.52,-0.14,86.2,7.01,6.04,0.97,3.99,6.39,1194.39,8.13,13.13,179.8
2009/1/23 16:00,945.13,2,279.64,-0.01,86.5,7.06,6.11,0.95,4.03,6.46,1193.65,7.77,10.38,178.5
2009/1/23 16:10,945.24,2.15,279.78,0.14,86.5,7.13,6.17,0.96,4.07,6.53,1193.11,6.41,8.38,184.1
2009/1/23 16:20,945.27,2.46,280.09,0.47,86.7,7.29,6.32,0.97,4.17,6.69,1191.74,5.84,8.13,186.8
2009/1/23 16:30,945.09,2.83,280.49,0.68,85.7,7.49,6.42,1.07,4.24,6.79,1189.84,4.68,7,179.2
2009/1/23 16:40,945.06,2.96,280.62,0.76,85.4,7.56,6.46,1.1,4.26,6.83,1189.24,4.92,6.75,181.5
2009/1/23 16:50,945.03,3.23,280.89,0.93,84.8,7.7,6.53,1.17,4.31,6.91,1188.01,5.14,7.25,172.5
2009/1/23 17:00,944.88,3.64,281.32,1.33,84.8,7.93,6.73,1.21,4.44,7.12,1185.97,6.22,8.88,183
2009/1/23 17:10,944.64,4.24,281.96,1.66,83.2,8.28,6.89,1.39,4.55,7.29,1183,7.3,10,184.4
2009/1/23 17:20,944.58,4.49,282.22,1.77,82.4,8.42,6.94,1.48,4.58,7.35,1181.84,7.61,11.63,186.2
2009/1/23 17:30,944.64,4.63,282.35,1.8,81.8,8.51,6.96,1.55,4.59,7.36,1181.33,7.68,10.75,182.4
2009/1/23 17:40,944.8,4.75,282.46,1.83,81.3,8.58,6.97,1.6,4.6,7.38,1181.02,7.67,10.63,179.1
2009/1/23 17:50,944.95,4.71,282.41,1.81,81.4,8.56,6.96,1.59,4.6,7.37,1181.35,6.6,9.75,180.6
2009/1/23 18:00,944.99,4.79,282.48,1.85,81.2,8.6,6.98,1.62,4.61,7.39,1181.08,6.46,9.75,181.4
2009/1/23 18:10,945.04,4.93,282.62,1.93,80.9,8.68,7.02,1.66,4.64,7.43,1180.54,7,10.63,183
2009/1/23 18:20,945.17,5.15,282.84,2.02,80.1,8.82,7.07,1.76,4.66,7.48,1179.72,7.15,11.25,185.1
2009/1/23 18:30,945.57,5.2,282.85,2.01,79.8,8.85,7.06,1.79,4.66,7.47,1180.03,4.7,8.25,197.8
2009/1/23 18:40,945.81,5.39,283.02,1.97,78.5,8.97,7.04,1.93,4.64,7.44,1179.53,6.16,9.25,200.5
2009/1/23 18:50,946,5.45,283.07,1.94,78,9.01,7.03,1.98,4.63,7.43,1179.49,4.84,7.88,207.8
2009/1/23 19:00,945.96,5.4,283.02,1.96,78.4,8.98,7.04,1.94,4.64,7.44,1179.66,5.58,8.88,200
2009/1/23 19:10,946.33,5.52,283.12,2.01,78,9.05,7.06,1.99,4.65,7.46,1179.59,6.18,10.75,206.2
2009/1/23 19:20,946.47,5.61,283.19,2,77.5,9.11,7.06,2.05,4.65,7.46,1179.43,7.78,11.13,208.8
2009/1/23 19:30,946.79,5.37,282.92,1.95,78.5,8.96,7.03,1.93,4.63,7.43,1180.84,6.51,10,210.1
2009/1/23 19:40,946.98,5.17,282.7,1.87,79.2,8.83,6.99,1.84,4.61,7.39,1181.95,3.25,5.25,218.1
2009/1/23 19:50,946.95,5.09,282.62,1.9,79.8,8.78,7.01,1.77,4.62,7.4,1182.25,4.44,7.25,217.2
2009/1/23 20:00,946.9,5.1,282.64,2,80.3,8.79,7.06,1.73,4.65,7.45,1182.1,4.47,7,207.8
2009/1/23 20:10,947.15,5.1,282.62,2.16,81.2,8.79,7.14,1.65,4.7,7.54,1182.37,4.83,6.88,210.7
2009/1/23 20:20,947.39,5.16,282.65,2.3,81.7,8.82,7.21,1.61,4.75,7.61,1182.42,5.67,7.88,215.8
2009/1/23 20:30,947.78,5.24,282.7,2.36,81.6,8.87,7.24,1.63,4.77,7.64,1182.54,4.49,7.13,214.2
2009/1/23 20:40,948.05,5.38,282.82,2.45,81.3,8.96,7.29,1.68,4.8,7.69,1182.25,4.83,6.88,211.3
2009/1/23 20:50,948.23,5.54,282.97,2.38,80,9.06,7.25,1.81,4.77,7.65,1181.81,3.9,6.38,211.5
2009/1/23 21:00,948.43,5.68,283.1,2.32,78.9,9.15,7.22,1.93,4.75,7.62,1181.47,3.74,6,204
2009/1/23 21:10,948.7,5.7,283.09,2.18,78,9.17,7.15,2.02,4.7,7.54,1181.76,3.16,6.75,212.3
2009/1/23 21:20,948.85,5.72,283.1,1.87,76.2,9.18,6.99,2.18,4.6,7.37,1181.94,4.22,6.75,214.9
2009/1/23 21:30,948.9,5.77,283.15,1.7,75,9.21,6.91,2.3,4.54,7.28,1181.84,5.1,8.13,216.5
2009/1/23 21:40,949.19,5.71,283.06,1.58,74.7,9.17,6.85,2.32,4.5,7.22,1182.48,3.33,4.88,220.1
2009/1/23 21:50,949.47,5.56,282.88,1.68,76,9.08,6.9,2.18,4.53,7.26,1183.45,4.01,6.88,213.7
2009/1/23 22:00,949.8,5.34,282.63,1.77,77.7,8.94,6.94,1.99,4.56,7.31,1184.78,4.33,6.5,213.6
2009/1/23 22:10,949.95,5.2,282.48,1.52,77,8.85,6.82,2.04,4.48,7.18,1185.6,3.2,5.88,216.8
2009/1/23 22:20,950.23,5.19,282.44,0.95,74,8.85,6.55,2.3,4.3,6.89,1186.14,6.43,9.63,210.4
2009/1/23 22:30,950.37,5.11,282.35,0.76,73.4,8.8,6.46,2.34,4.24,6.79,1186.7,7.3,10,211.4
2009/1/23 22:40,950.65,5.01,282.22,0.46,72.3,8.73,6.31,2.42,4.14,6.64,1187.56,7.17,11.63,217.5
2009/1/23 22:50,950.91,4.83,282.02,0.15,71.6,8.63,6.18,2.45,4.05,6.5,1188.69,3.54,6.63,227.3
2009/1/23 23:00,950.95,4.71,281.9,-0.1,70.9,8.55,6.06,2.49,3.98,6.38,1189.31,3.74,5.88,228.7
2009/1/23 23:10,951.17,4.62,281.78,-0.07,71.5,8.5,6.08,2.42,3.98,6.39,1189.99,5.6,8.25,216.4
2009/1/23 23:20,951.4,4.49,281.63,-0.29,71,8.42,5.98,2.44,3.92,6.28,1190.87,4.72,7.75,218.5
2009/1/23 23:30,951.64,4.38,281.5,-0.41,70.9,8.36,5.93,2.43,3.88,6.23,1191.66,5.73,9.75,209.8
2009/1/23 23:40,951.62,4.27,281.4,-0.63,70.3,8.3,5.83,2.46,3.82,6.13,1192.14,7.9,10.88,213.7
