date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-21 21:50:00,1010.89,-2.91,269.41,-4.41,89.3,4.93,4.4,0.53,2.71,4.35,1300.93,1.55,2.28,178.3,0.0,0.0,0.0,0.0,0.0,9.8,444.6
2020-01-21 22:00:00,1010.73,-3.13,269.21,-4.46,90.5,4.85,4.39,0.46,2.7,4.34,1301.8,1.0,2.56,169.6,0.0,0.0,0.0,0.0,0.0,9.65,445.6
2020-01-21 22:10:00,1010.65,-3.34,269.0,-4.59,91.0,4.77,4.34,0.43,2.68,4.29,1302.72,1.21,2.77,155.0,0.0,0.0,0.0,0.0,0.0,9.51,446.4
2020-01-21 22:20:00,1010.58,-3.41,268.94,-4.56,91.7,4.74,4.35,0.39,2.68,4.3,1302.97,1.5,2.93,168.0,0.0,0.0,0.0,0.0,0.0,9.37,446.3
2020-01-21 22:30:00,1010.35,-3.51,268.86,-4.66,91.7,4.71,4.32,0.39,2.66,4.27,1303.17,1.69,2.97,183.6,0.0,0.0,0.0,0.0,0.0,9.23,445.9
2020-01-21 22:40:00,1010.23,-3.67,268.71,-4.82,91.7,4.65,4.27,0.39,2.63,4.22,1303.81,1.7,2.77,140.3,0.0,0.0,0.0,0.0,0.0,9.1,447.0
2020-01-21 22:50:00,1010.21,-3.81,268.57,-4.89,92.1,4.61,4.24,0.36,2.62,4.2,1304.46,1.14,2.12,187.7,0.0,0.0,0.0,0.0,0.0,8.96,448.0
2020-01-21 23:00:00,1010.23,-3.8,268.58,-4.83,92.5,4.61,4.26,0.35,2.63,4.22,1304.42,0.95,1.84,208.3,0.0,0.0,0.0,0.0,0.0,8.83,446.7
2020-01-21 23:10:00,1010.25,-3.68,268.69,-4.61,93.2,4.65,4.33,0.32,2.67,4.29,1303.86,0.57,1.28,254.1,0.0,0.0,0.0,0.0,0.0,8.69,445.6
2020-01-21 23:20:00,1010.15,-3.43,268.95,-4.38,93.1,4.74,4.41,0.33,2.72,4.37,1302.47,0.63,1.22,175.5,0.0,0.0,0.0,0.0,0.0,8.56,444.1
2020-01-21 23:30:00,1009.98,-3.29,269.11,-4.23,93.1,4.79,4.46,0.33,2.75,4.42,1301.53,1.24,2.6,218.8,0.0,0.0,0.0,0.0,0.0,8.43,444.3
2020-01-21 23:40:00,1009.9,-2.99,269.41,-4.02,92.5,4.9,4.53,0.37,2.8,4.49,1299.95,0.99,2.4,222.0,0.0,0.0,0.0,0.0,0.0,8.31,443.3
2020-01-21 23:50:00,1009.93,-2.91,269.49,-4.15,91.1,4.93,4.49,0.44,2.77,4.44,1299.65,0.39,0.9,93.1,0.0,0.0,0.0,0.0,0.0,8.21,442.2
2020-01-22 00:00:00,1009.97,-3.06,269.33,-4.5,89.7,4.87,4.37,0.5,2.7,4.33,1300.49,0.39,0.8,202.6,0.0,0.0,0.0,0.0,0.0,8.12,442.1
2020-01-22 00:10:00,1009.92,-3.24,269.16,-4.69,89.6,4.81,4.31,0.5,2.66,4.26,1301.3,0.49,0.88,199.9,0.0,0.0,0.0,0.0,0.0,8.05,438.3
2020-01-22 00:20:00,1009.82,-3.28,269.12,-4.69,89.9,4.79,4.31,0.48,2.66,4.26,1301.39,0.88,1.72,202.4,0.0,0.0,0.0,0.0,0.0,7.98,437.8
2020-01-22 00:30:00,1009.86,-3.08,269.32,-4.48,90.0,4.86,4.38,0.49,2.7,4.33,1300.44,0.48,1.04,114.0,0.0,0.0,0.0,0.0,0.0,7.92,440.6
2020-01-22 00:40:00,1009.7,-3.28,269.14,-4.74,89.5,4.79,4.29,0.5,2.65,4.25,1301.2,0.62,1.16,179.2,0.0,0.0,0.0,0.0,0.0,7.85,441.0
2020-01-22 00:50:00,1009.55,-3.48,268.95,-4.87,90.0,4.72,4.25,0.47,2.62,4.21,1301.99,0.66,1.1,191.2,0.0,0.0,0.0,0.0,0.0,7.79,440.1
2020-01-22 01:00:00,1009.55,-3.55,268.87,-4.95,90.0,4.69,4.22,0.47,2.61,4.18,1302.39,0.47,0.88,60.64,0.0,0.0,0.0,0.0,0.0,7.73,439.9
2020-01-22 01:10:00,1009.5,-3.53,268.9,-4.79,90.9,4.7,4.28,0.43,2.64,4.24,1302.17,0.42,0.84,117.0,0.0,0.0,0.0,0.0,0.0,7.67,441.7
2020-01-22 01:20:00,1009.32,-3.62,268.83,-4.91,90.7,4.67,4.24,0.43,2.62,4.2,1302.38,0.47,1.6,197.2,0.0,0.0,0.0,0.0,0.0,7.61,442.0
2020-01-22 01:30:00,1009.04,-3.73,268.74,-4.93,91.3,4.63,4.23,0.4,2.61,4.19,1302.57,1.95,2.38,218.1,0.0,0.0,0.0,0.0,0.0,7.54,437.6
2020-01-22 01:40:00,1008.92,-3.87,268.61,-5.24,90.1,4.58,4.13,0.45,2.55,4.09,1303.15,1.49,2.64,206.9,0.0,0.0,0.0,0.0,0.0,7.47,435.0
2020-01-22 01:50:00,1008.86,-4.38,268.1,-5.76,90.0,4.41,3.97,0.44,2.45,3.93,1305.62,1.44,2.2,183.1,0.0,0.0,0.0,0.0,0.0,7.42,441.0
2020-01-22 02:00:00,1008.94,-4.37,268.11,-5.53,91.5,4.41,4.04,0.38,2.49,4.0,1305.63,0.61,1.62,143.5,0.0,0.0,0.0,0.0,0.0,7.37,445.4
2020-01-22 02:10:00,1009.04,-4.37,268.1,-5.48,91.9,4.41,4.06,0.36,2.5,4.02,1305.77,0.91,1.94,80.5,0.0,0.0,0.0,0.0,0.0,7.32,448.2
2020-01-22 02:20:00,1009.05,-4.38,268.09,-5.43,92.3,4.41,4.07,0.34,2.51,4.04,1305.81,0.39,0.96,132.9,0.0,0.0,0.0,0.0,0.0,7.25,449.7
2020-01-22 02:30:00,1009.04,-4.43,268.04,-5.47,92.4,4.39,4.06,0.33,2.51,4.02,1306.07,0.56,1.32,214.6,0.0,0.0,0.0,0.0,0.0,7.18,450.0
2020-01-22 02:40:00,1008.86,-4.69,267.8,-5.72,92.4,4.31,3.98,0.33,2.46,3.95,1307.11,1.78,2.32,217.8,0.0,0.0,0.0,0.0,0.0,7.49,443.6
2020-01-22 02:50:00,1008.78,-4.54,267.95,-5.46,93.2,4.36,4.06,0.3,2.51,4.03,1306.22,1.3,1.72,212.6,0.0,0.0,0.0,0.0,0.0,8.43,440.5
2020-01-22 03:00:00,1008.6,-4.31,268.19,-5.34,92.5,4.43,4.1,0.33,2.53,4.07,1304.9,1.57,2.0,212.3,0.0,0.0,0.0,0.0,0.0,9.16,440.1
2020-01-22 03:10:00,1008.65,-4.35,268.15,-5.46,91.9,4.42,4.06,0.36,2.51,4.03,1305.17,1.14,1.6,204.3,0.0,0.0,0.0,0.0,0.0,9.37,439.3
2020-01-22 03:20:00,1008.62,-4.4,268.1,-5.61,91.2,4.4,4.02,0.39,2.48,3.98,1305.38,0.96,1.64,200.1,0.0,0.0,0.0,0.0,0.0,9.3,440.8
2020-01-22 03:30:00,1008.53,-4.58,267.93,-5.8,91.1,4.34,3.96,0.39,2.44,3.92,1306.18,0.72,1.56,176.8,0.0,0.0,0.0,0.0,0.0,9.12,443.6
2020-01-22 03:40:00,1008.46,-5.0,267.52,-6.18,91.3,4.21,3.84,0.37,2.37,3.81,1308.16,0.97,2.04,181.9,0.0,0.0,0.0,0.0,0.0,8.91,448.8
2020-01-22 03:50:00,1008.41,-5.22,267.3,-6.26,92.3,4.14,3.82,0.32,2.36,3.79,1309.18,0.96,1.76,158.1,0.0,0.0,0.0,0.0,0.0,8.68,449.7
2020-01-22 04:00:00,1008.28,-5.36,267.17,-6.39,92.4,4.09,3.78,0.31,2.34,3.75,1309.75,1.32,2.3,162.4,0.0,0.0,0.0,0.0,0.0,8.46,449.9
2020-01-22 04:10:00,1008.16,-5.56,266.97,-6.51,93.0,4.03,3.75,0.28,2.32,3.72,1310.59,1.62,2.32,184.8,0.0,0.0,0.0,0.0,0.0,8.24,450.4
2020-01-22 04:20:00,1008.08,-5.64,266.9,-6.54,93.3,4.01,3.74,0.27,2.31,3.71,1310.88,1.18,1.72,154.8,0.0,0.0,0.0,0.0,0.0,8.03,450.8
2020-01-22 04:30:00,1008.03,-5.77,266.78,-6.66,93.4,3.97,3.71,0.26,2.29,3.68,1311.45,1.03,1.92,156.9,0.0,0.0,0.0,0.0,0.0,7.84,452.3
2020-01-22 04:40:00,1007.85,-5.8,266.76,-6.66,93.6,3.96,3.7,0.25,2.29,3.68,1311.38,0.74,1.74,192.0,0.0,0.0,0.0,0.0,0.0,7.65,452.3
2020-01-22 04:50:00,1007.74,-5.7,266.87,-6.52,93.9,3.99,3.74,0.24,2.31,3.72,1310.73,0.76,1.84,155.2,0.0,0.0,0.0,0.0,0.0,7.46,449.9
2020-01-22 05:00:00,1007.73,-5.79,266.78,-6.65,93.6,3.96,3.71,0.25,2.29,3.68,1311.16,0.4,0.88,104.9,0.0,0.0,0.0,0.0,0.0,7.49,452.0
2020-01-22 05:10:00,1007.81,-6.09,266.48,-7.03,93.0,3.87,3.6,0.27,2.23,3.57,1312.78,1.24,1.76,202.4,0.0,0.0,0.0,0.0,0.0,8.23,453.9
2020-01-22 05:20:00,1007.93,-6.06,266.5,-6.85,94.1,3.88,3.65,0.23,2.26,3.62,1312.79,1.14,1.6,225.1,0.0,0.0,0.0,0.0,0.0,9.09,446.7
2020-01-22 05:30:00,1007.89,-5.69,266.87,-6.46,94.2,3.99,3.76,0.23,2.32,3.73,1310.83,0.65,1.2,211.8,0.0,0.0,0.0,0.0,0.0,9.41,445.6
2020-01-22 05:40:00,1007.98,-5.5,267.05,-6.31,94.0,4.05,3.81,0.24,2.35,3.78,1310.03,0.49,1.46,179.6,0.0,0.0,0.0,0.0,0.0,9.32,448.6
2020-01-22 05:50:00,1007.87,-5.47,267.09,-6.36,93.4,4.06,3.79,0.27,2.34,3.76,1309.72,0.67,1.4,193.8,0.0,0.0,0.0,0.0,0.0,9.08,448.6
2020-01-22 06:00:00,1007.46,-5.55,267.04,-6.52,92.8,4.03,3.74,0.29,2.31,3.72,1309.62,1.57,2.32,202.1,0.0,0.0,0.0,0.0,0.0,8.77,448.6
2020-01-22 06:10:00,1007.44,-6.05,266.55,-7.06,92.5,3.88,3.59,0.29,2.22,3.57,1312.11,1.14,2.24,175.2,0.0,0.0,0.0,0.0,0.0,8.47,450.9
2020-01-22 06:20:00,1007.43,-6.04,266.55,-6.98,93.0,3.88,3.61,0.27,2.23,3.59,1312.06,1.24,2.46,188.6,0.0,0.0,0.0,0.0,0.0,8.18,453.2
2020-01-22 06:30:00,1007.36,-6.14,266.46,-7.1,92.9,3.86,3.58,0.27,2.21,3.56,1312.48,1.15,1.98,220.0,0.0,0.0,0.0,0.0,0.0,7.91,454.8
2020-01-22 06:40:00,1007.25,-6.2,266.41,-7.15,92.9,3.84,3.57,0.27,2.2,3.54,1312.62,0.94,2.08,179.6,0.0,0.0,0.0,0.0,0.0,7.66,455.7
2020-01-22 06:50:00,1006.96,-6.44,266.19,-7.4,92.8,3.77,3.5,0.27,2.16,3.47,1313.44,1.68,2.42,183.8,0.0,0.0,0.0,0.0,0.0,7.57,458.0
2020-01-22 07:00:00,1006.54,-6.37,266.3,-7.28,93.2,3.79,3.53,0.26,2.19,3.51,1312.53,1.5,2.93,158.0,0.0,0.0,0.0,0.0,0.0,8.17,456.1
2020-01-22 07:10:00,1006.46,-6.29,266.38,-7.22,93.0,3.81,3.55,0.27,2.19,3.52,1312.02,1.16,2.52,174.8,0.0,0.0,0.0,0.0,0.0,9.04,455.2
2020-01-22 07:20:00,1006.4,-6.25,266.42,-7.23,92.7,3.82,3.54,0.28,2.19,3.52,1311.78,1.47,2.1,209.1,0.0,0.0,0.0,0.0,0.0,9.41,455.0
2020-01-22 07:30:00,1006.48,-6.14,266.53,-7.09,92.9,3.86,3.58,0.27,2.22,3.56,1311.31,0.91,2.22,196.5,0.0,0.0,0.0,0.0,0.0,9.35,452.6
2020-01-22 07:40:00,1006.39,-6.02,266.65,-7.07,92.2,3.89,3.59,0.3,2.22,3.56,1310.62,1.38,2.28,207.5,0.0,0.0,0.0,0.0,0.0,9.09,453.0
2020-01-22 07:50:00,1006.27,-5.99,266.7,-7.05,92.1,3.9,3.59,0.31,2.22,3.57,1310.27,1.36,2.24,207.3,0.0,0.0,0.0,1.54,2.51,8.76,450.8
2020-01-22 08:00:00,1006.38,-5.77,266.9,-6.91,91.6,3.97,3.63,0.33,2.25,3.61,1309.36,0.8,1.6,238.8,0.0,0.0,1.61,5.21,8.3,8.43,450.3
2020-01-22 08:10:00,1006.19,-5.71,266.98,-6.96,90.8,3.99,3.62,0.37,2.24,3.6,1308.81,1.3,2.36,214.1,0.0,0.0,6.84,13.32,19.11,8.12,450.7
2020-01-22 08:20:00,1006.32,-5.4,267.28,-6.66,90.8,4.08,3.71,0.38,2.29,3.68,1307.42,0.74,1.6,171.4,0.0,0.0,33.6,27.61,37.45,7.84,450.7
2020-01-22 08:30:00,1006.74,-4.84,267.81,-6.4,88.7,4.26,3.78,0.48,2.34,3.75,1305.18,0.59,1.4,82.8,0.0,0.0,59.56,50.58,65.25,7.62,449.8
2020-01-22 08:40:00,1007.35,-4.43,268.16,-6.33,86.5,4.39,3.8,0.59,2.35,3.77,1304.01,1.12,2.36,31.22,0.0,0.0,75.45,77.22,93.44,7.46,446.7
2020-01-22 08:50:00,1007.7,-3.89,268.68,-6.07,84.7,4.58,3.88,0.7,2.4,3.85,1301.8,0.72,1.92,327.1,0.0,0.0,91.55,107.92,121.43,7.35,446.3
2020-01-22 09:00:00,1007.92,-3.85,268.71,-6.31,82.9,4.59,3.81,0.79,2.35,3.78,1301.9,1.18,2.79,61.73,0.0,0.0,98.19,133.01,153.28,7.31,457.9
2020-01-22 09:10:00,1008.08,-4.07,268.47,-6.14,85.4,4.52,3.86,0.66,2.38,3.83,1303.16,1.8,3.01,50.06,0.0,0.0,113.48,161.58,173.94,7.34,467.9
2020-01-22 09:20:00,1008.16,-3.71,268.83,-5.75,85.6,4.64,3.97,0.67,2.45,3.94,1301.45,0.83,1.64,170.2,0.0,0.0,111.67,167.18,206.56,7.41,472.9
2020-01-22 09:30:00,1007.97,-3.68,268.87,-5.83,84.9,4.65,3.95,0.7,2.44,3.92,1301.08,1.23,2.1,211.6,0.0,0.0,126.36,188.8,248.65,7.51,473.8
2020-01-22 09:40:00,1007.79,-2.95,269.61,-4.94,86.1,4.91,4.23,0.68,2.61,4.2,1297.21,0.79,1.64,158.8,0.0,0.0,191.55,262.16,288.03,7.67,462.2
2020-01-22 09:50:00,1007.85,-1.75,270.8,-4.23,83.1,5.37,4.46,0.91,2.76,4.43,1291.44,0.74,1.88,131.5,0.0,0.0,199.4,309.27,399.81,7.89,452.6
2020-01-22 10:00:00,1007.95,-1.15,271.4,-3.99,80.9,5.62,4.54,1.07,2.81,4.51,1288.66,1.27,2.77,154.9,0.0,0.0,82.09,224.13,248.65,8.18,456.8
2020-01-22 10:10:00,1007.93,-1.73,270.82,-4.25,82.8,5.38,4.45,0.93,2.75,4.42,1291.44,1.01,2.18,170.5,0.0,0.0,82.7,232.24,263.13,8.55,465.4
2020-01-22 10:20:00,1007.94,-1.65,270.9,-4.06,83.5,5.41,4.52,0.89,2.79,4.48,1291.02,1.14,2.1,167.3,0.0,0.0,66.6,194.98,204.05,8.96,457.0
2020-01-22 10:30:00,1007.92,-1.59,270.96,-4.08,83.0,5.44,4.51,0.92,2.79,4.48,1290.72,0.96,1.78,150.5,0.0,0.0,72.84,214.09,246.72,9.37,458.1
2020-01-22 10:40:00,1007.78,-1.36,271.2,-3.86,83.0,5.53,4.59,0.94,2.84,4.55,1289.42,1.11,1.76,142.2,0.0,0.0,91.95,261.78,289.58,9.74,455.2
2020-01-22 10:50:00,1007.75,-1.43,271.13,-3.73,84.2,5.5,4.63,0.87,2.86,4.6,1289.69,0.98,1.72,117.2,0.0,0.0,91.15,258.69,267.57,10.1,457.6
2020-01-22 11:00:00,1007.71,-1.17,271.39,-3.58,83.6,5.6,4.69,0.92,2.9,4.65,1288.41,1.03,2.16,132.6,0.0,0.0,77.67,227.8,247.3,10.43,456.9
2020-01-22 11:10:00,1007.69,-1.05,271.51,-3.59,82.8,5.65,4.68,0.97,2.89,4.65,1287.81,0.88,1.52,169.0,0.0,0.0,73.24,215.83,222.59,10.75,455.0
2020-01-22 11:20:00,1007.66,-0.85,271.72,-3.37,82.9,5.74,4.76,0.98,2.94,4.72,1286.76,0.47,1.02,222.9,0.0,0.0,75.05,220.46,241.51,11.04,455.0
2020-01-22 11:30:00,1007.81,-0.74,271.82,-3.3,82.7,5.79,4.79,1.0,2.96,4.75,1286.43,1.08,1.48,24.71,0.0,0.0,52.11,158.11,190.15,11.32,451.1
2020-01-22 11:40:00,1007.66,-0.34,272.23,-3.07,81.7,5.96,4.87,1.09,3.01,4.83,1284.3,0.66,1.24,149.2,0.0,0.0,83.7,248.46,301.93,11.54,453.1
2020-01-22 11:50:00,1007.64,-0.17,272.4,-3.07,80.7,6.03,4.87,1.16,3.01,4.83,1283.48,0.63,1.24,100.9,0.0,0.0,75.45,222.39,264.86,11.71,452.1
2020-01-22 12:00:00,1007.46,0.03,272.61,-2.92,80.4,6.12,4.92,1.2,3.04,4.89,1282.29,0.53,1.52,144.9,0.0,0.0,74.45,214.09,249.81,11.87,455.2
2020-01-22 12:10:00,1007.38,0.33,272.91,-2.72,79.9,6.26,5.0,1.26,3.09,4.96,1280.76,0.4,1.2,100.2,0.0,0.0,88.93,240.15,261.58,12.04,456.9
2020-01-22 12:20:00,1007.26,0.52,273.11,-2.58,79.6,6.34,5.05,1.29,3.12,5.01,1279.7,0.56,0.82,139.9,0.0,0.0,129.58,324.71,402.51,12.22,458.1
2020-01-22 12:30:00,1007.1,0.68,273.29,-2.63,78.4,6.42,5.03,1.39,3.11,5.0,1278.74,0.9,1.48,149.2,0.0,0.0,98.99,241.89,266.41,12.42,454.4
2020-01-22 12:40:00,1007.03,0.7,273.31,-2.56,78.7,6.43,5.06,1.37,3.13,5.02,1278.55,0.43,0.96,102.0,0.0,0.0,105.23,249.03,272.78,12.64,452.6
2020-01-22 12:50:00,1006.97,0.86,273.47,-2.47,78.3,6.5,5.09,1.41,3.15,5.06,1277.72,1.12,1.88,143.6,0.0,0.0,132.19,295.95,345.56,12.88,451.1
2020-01-22 13:00:00,1006.88,1.03,273.65,-2.33,78.2,6.58,5.15,1.43,3.19,5.11,1276.79,0.7,1.36,113.7,0.0,0.0,149.7,323.17,352.9,13.12,449.5
2020-01-22 13:10:00,1006.92,1.54,274.15,-2.04,77.0,6.83,5.26,1.57,3.25,5.22,1274.43,0.29,0.92,130.4,0.0,0.0,90.34,200.97,293.05,13.34,449.9
2020-01-22 13:20:00,1006.86,1.49,274.11,-2.1,76.9,6.8,5.23,1.57,3.24,5.2,1274.58,1.1,2.16,24.42,0.0,0.0,83.9,184.36,224.32,13.56,445.9
2020-01-22 13:30:00,1006.68,1.68,274.31,-1.76,77.8,6.9,5.37,1.53,3.32,5.33,1273.41,1.35,2.88,308.6,0.0,0.0,112.27,240.93,257.14,13.75,441.6
2020-01-22 13:40:00,1006.58,1.9,274.54,-1.62,77.4,7.01,5.42,1.58,3.36,5.39,1272.25,1.0,1.92,256.8,0.0,0.0,96.58,208.69,230.69,13.87,440.1
2020-01-22 13:50:00,1006.58,1.94,274.58,-1.48,78.0,7.03,5.48,1.55,3.39,5.44,1272.04,1.35,2.68,283.4,0.0,0.0,73.84,163.51,186.29,13.94,437.5
2020-01-22 14:00:00,1006.35,1.92,274.58,-1.39,78.6,7.02,5.51,1.5,3.42,5.48,1271.82,1.87,3.85,249.0,0.0,0.0,71.03,157.34,188.8,14.01,435.9
2020-01-22 14:10:00,1006.2,1.92,274.59,-1.32,79.0,7.02,5.54,1.47,3.43,5.51,1271.61,1.17,2.24,221.5,0.0,0.0,61.77,137.07,149.03,14.06,435.3
2020-01-22 14:20:00,1006.21,2.17,274.84,-1.13,78.7,7.14,5.62,1.52,3.48,5.59,1270.42,0.39,0.94,285.2,0.0,0.0,60.56,135.71,171.62,14.1,435.8
2020-01-22 14:30:00,1006.21,2.29,274.97,-1.08,78.3,7.21,5.64,1.56,3.5,5.61,1269.83,0.55,1.08,212.0,0.0,0.0,81.69,174.32,200.19,14.15,434.4
2020-01-22 14:40:00,1006.28,2.33,275.0,-0.88,79.2,7.23,5.72,1.5,3.55,5.69,1269.71,1.22,2.26,238.7,0.0,0.0,54.12,117.95,151.93,14.22,433.6
2020-01-22 14:50:00,1006.26,2.23,274.89,-0.68,81.0,7.17,5.81,1.36,3.6,5.77,1270.13,1.44,2.8,267.7,0.0,0.0,34.61,77.99,94.79,14.31,432.4
2020-01-22 15:00:00,1006.31,2.12,274.78,-0.49,82.8,7.12,5.89,1.22,3.65,5.86,1270.67,1.17,2.96,287.8,0.0,0.0,24.55,57.14,62.93,14.39,432.2
2020-01-22 15:10:00,1006.35,2.02,274.68,-0.34,84.3,7.07,5.96,1.11,3.69,5.92,1271.14,0.66,1.68,249.9,0.0,0.0,23.34,54.25,57.92,14.42,432.6
2020-01-22 15:20:00,1006.32,1.91,274.58,-0.27,85.4,7.01,5.99,1.02,3.71,5.95,1271.58,1.04,2.16,249.8,0.0,0.0,22.13,51.35,54.05,14.42,432.4
2020-01-22 15:30:00,1006.3,1.74,274.41,-0.17,87.1,6.93,6.03,0.89,3.74,6.0,1272.32,1.66,2.58,240.1,0.0,0.0,21.73,50.0,54.05,14.39,432.2
2020-01-22 15:40:00,1006.38,1.67,274.33,-0.06,88.2,6.9,6.08,0.81,3.77,6.04,1272.7,1.25,2.28,225.6,0.0,0.0,20.93,46.91,51.54,14.36,432.2
2020-01-22 15:50:00,1006.48,1.73,274.39,0.09,88.8,6.92,6.15,0.78,3.81,6.11,1272.52,1.01,1.86,203.3,0.0,0.0,16.9,37.26,42.66,14.31,432.7
2020-01-22 16:00:00,1006.51,1.71,274.36,0.19,89.6,6.91,6.19,0.72,3.84,6.15,1272.67,0.96,1.76,38.64,0.0,0.0,10.46,23.94,28.57,14.28,433.9
2020-01-22 16:10:00,1006.52,1.66,274.31,0.31,90.7,6.89,6.25,0.64,3.87,6.21,1272.87,0.57,1.28,54.34,0.0,0.0,8.65,20.27,21.04,14.25,435.5
2020-01-22 16:20:00,1006.57,1.54,274.19,0.32,91.5,6.83,6.25,0.58,3.87,6.21,1273.47,0.94,1.44,71.5,0.0,0.0,7.24,16.41,20.27,14.22,434.6
2020-01-22 16:30:00,1006.59,1.46,274.1,0.38,92.5,6.79,6.28,0.51,3.89,6.24,1273.89,0.75,1.4,61.12,0.0,0.0,5.23,11.78,14.67,14.16,436.2
2020-01-22 16:40:00,1006.69,1.39,274.03,0.41,93.1,6.76,6.29,0.47,3.9,6.25,1274.29,0.65,1.1,45.95,0.0,0.0,2.41,5.79,8.3,14.08,437.3
2020-01-22 16:50:00,1006.77,1.45,274.08,0.58,93.9,6.78,6.37,0.41,3.94,6.33,1274.11,0.5,1.04,106.7,0.0,0.0,1.41,3.47,4.44,13.99,439.6
2020-01-22 17:00:00,1006.7,1.48,274.11,0.62,94.0,6.8,6.39,0.41,3.96,6.35,1273.88,0.8,1.32,106.3,0.0,0.0,0.4,1.35,2.51,13.9,440.8
2020-01-22 17:10:00,1006.73,1.44,274.07,0.64,94.4,6.78,6.4,0.38,3.96,6.36,1274.08,0.57,0.96,126.4,0.0,0.0,0.0,0.0,0.0,13.82,440.3
2020-01-22 17:20:00,1006.86,1.4,274.02,0.63,94.6,6.76,6.39,0.36,3.96,6.35,1274.46,1.33,2.22,87.6,0.0,0.0,0.0,0.0,0.0,13.76,439.1
2020-01-22 17:30:00,1006.91,1.35,273.97,0.64,95.0,6.74,6.4,0.34,3.96,6.36,1274.72,0.89,1.56,91.7,0.0,0.0,0.0,0.0,0.0,13.7,438.7
2020-01-22 17:40:00,1007.02,1.42,274.03,0.74,95.2,6.77,6.44,0.32,3.99,6.4,1274.53,0.7,1.36,103.1,0.0,0.0,0.0,0.0,0.0,13.63,439.9
2020-01-22 17:50:00,1007.19,1.4,274.0,0.72,95.2,6.76,6.44,0.32,3.98,6.39,1274.83,0.69,1.36,65.63,0.0,0.0,0.0,0.0,0.0,13.55,436.5
2020-01-22 18:00:00,1007.34,1.38,273.97,0.7,95.2,6.75,6.43,0.32,3.98,6.38,1275.11,0.78,1.28,46.12,0.0,0.0,0.0,0.0,0.0,13.49,435.9
2020-01-22 18:10:00,1007.44,1.4,273.97,0.73,95.3,6.76,6.44,0.32,3.99,6.39,1275.17,0.89,1.48,44.87,0.0,0.0,0.0,0.0,0.0,13.43,437.0
2020-01-22 18:20:00,1007.62,1.35,273.91,0.68,95.3,6.73,6.42,0.32,3.97,6.37,1275.64,0.97,1.6,55.29,0.0,0.0,0.0,0.0,0.0,13.38,439.7
2020-01-22 18:30:00,1007.65,1.42,273.98,0.8,95.6,6.77,6.47,0.3,4.0,6.42,1275.31,0.45,1.08,125.4,0.0,0.0,0.0,0.0,0.0,13.32,439.4
2020-01-22 18:40:00,1007.71,1.41,273.97,0.77,95.5,6.76,6.46,0.3,4.0,6.41,1275.44,0.99,1.44,198.3,0.0,0.0,0.0,0.0,0.0,13.27,443.3
2020-01-22 18:50:00,1007.8,1.3,273.85,0.68,95.6,6.71,6.42,0.3,3.97,6.37,1276.09,1.04,1.9,146.1,0.0,0.0,0.0,0.0,0.0,13.25,445.2
2020-01-22 19:00:00,1007.89,1.31,273.85,0.73,95.9,6.72,6.44,0.28,3.98,6.39,1276.14,0.99,2.0,90.7,0.0,0.0,0.0,0.0,0.0,13.25,442.4
2020-01-22 19:10:00,1007.93,1.35,273.89,0.8,96.1,6.74,6.47,0.26,4.01,6.42,1275.98,0.85,1.44,103.7,0.0,0.0,0.0,0.0,0.0,13.27,439.9
2020-01-22 19:20:00,1007.94,1.55,274.09,1.02,96.3,6.83,6.58,0.25,4.07,6.53,1275.03,0.32,0.92,74.1,0.0,0.0,0.0,0.0,0.0,13.28,442.8
2020-01-22 19:30:00,1008.02,1.59,274.12,1.01,95.9,6.85,6.57,0.28,4.06,6.52,1274.95,0.65,1.6,167.5,0.0,0.0,0.0,0.0,0.0,13.29,439.7
2020-01-22 19:40:00,1008.16,1.42,273.94,0.78,95.5,6.77,6.47,0.3,4.0,6.41,1275.95,0.95,1.64,202.5,0.0,0.0,0.0,0.0,0.0,13.3,438.9
2020-01-22 19:50:00,1008.23,1.5,274.02,0.86,95.5,6.81,6.5,0.31,4.02,6.45,1275.65,1.26,2.32,154.5,0.0,0.0,0.0,0.0,0.0,13.34,440.7
2020-01-22 20:00:00,1008.31,1.61,274.12,0.94,95.3,6.86,6.54,0.32,4.04,6.49,1275.24,0.76,2.28,165.9,0.0,0.0,0.0,0.0,0.0,13.38,440.5
2020-01-22 20:10:00,1008.34,1.71,274.21,0.94,94.6,6.91,6.54,0.37,4.04,6.48,1274.83,0.67,1.46,147.2,0.0,0.0,0.0,0.0,0.0,13.43,441.0
2020-01-22 20:20:00,1008.3,1.65,274.16,0.81,94.1,6.88,6.48,0.41,4.0,6.42,1275.06,0.42,0.96,228.1,0.0,0.0,0.0,0.0,0.0,13.48,442.8
2020-01-22 20:30:00,1008.36,1.71,274.22,0.84,93.9,6.91,6.49,0.42,4.01,6.44,1274.84,0.38,0.86,137.8,0.0,0.0,0.0,0.0,0.0,13.53,444.2
